¹øÈ£,°³¹æ¼­ºñ½º¸í,ÀÎÇã°¡ÀÏÀÚ,ÀÎÇã°¡Ãë¼ÒÀÏÀÚ,¿µ¾÷»óÅÂ¸í,»ó¼¼¿µ¾÷»óÅÂ¸í,¼ÒÀçÁö¿ìÆí¹øÈ£,µµ·Î¸í¿ìÆí¹øÈ£,½Ã¼³¸éÀû
452,°ü±¤Ææ¼Ç¾÷,2014-02-06,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58807,187.1
453,°ü±¤Ææ¼Ç¾÷,2018-06-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58834,484.44
454,°ü±¤Ææ¼Ç¾÷,2011-08-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59066,203.29
455,°ü±¤Ææ¼Ç¾÷,2015-03-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59047,448.74
456,°ü±¤Ææ¼Ç¾÷,2015-11-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59003,600.04
457,°ü±¤Ææ¼Ç¾÷,2011-12-09,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,526-801,58424,868.14
458,°ü±¤Ææ¼Ç¾÷,2015-07-08,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,526-851,58434,
459,°ü±¤Ææ¼Ç¾÷,2017-02-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59338,120.4
460,°ü±¤Ææ¼Ç¾÷,2017-09-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52406,183.31
461,°ü±¤Ææ¼Ç¾÷,2019-08-09,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53025,
462,°ü±¤Ææ¼Ç¾÷,2019-07-12,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24765,
463,°ü±¤Ææ¼Ç¾÷,2019-08-21,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,56342,303.36
464,°ü±¤Ææ¼Ç¾÷,2019-09-08,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,37943,
465,°ü±¤Ææ¼Ç¾÷,2019-12-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53332,118.55
466,°ü±¤Ææ¼Ç¾÷,2019-10-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52115,
467,°ü±¤Ææ¼Ç¾÷,2019-12-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,22393,0
468,°ü±¤Ææ¼Ç¾÷,2019-12-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52441,198.9
469,°ü±¤Ææ¼Ç¾÷,2019-12-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52441,196.65
470,°ü±¤Ææ¼Ç¾÷,2019-10-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38321,1356
471,°ü±¤Ææ¼Ç¾÷,2019-12-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25100,69.36
472,°ü±¤Ææ¼Ç¾÷,2019-12-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25100,54.42
473,°ü±¤Ææ¼Ç¾÷,2019-12-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25100,54.3
474,°ü±¤Ææ¼Ç¾÷,2019-12-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25100,76.72
475,°ü±¤Ææ¼Ç¾÷,2019-12-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25100,76.36
476,°ü±¤Ææ¼Ç¾÷,2019-12-24,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52241,0
477,°ü±¤Ææ¼Ç¾÷,2019-12-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,33502,276.06
478,°ü±¤Ææ¼Ç¾÷,2019-10-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36997,191.96
479,°ü±¤Ææ¼Ç¾÷,2019-11-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,45008,345.66
480,°ü±¤Ææ¼Ç¾÷,2019-11-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,45008,281.1
481,°ü±¤Ææ¼Ç¾÷,2019-10-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,17163,
482,°ü±¤Ææ¼Ç¾÷,2019-11-12,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58424,
483,°ü±¤Ææ¼Ç¾÷,2019-11-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,33489,385.2
484,°ü±¤Ææ¼Ç¾÷,2019-10-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53334,
485,°ü±¤Ææ¼Ç¾÷,2019-10-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25459,397.72
486,°ü±¤Ææ¼Ç¾÷,2019-11-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25042,
487,°ü±¤Ææ¼Ç¾÷,2019-11-22,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52441,862.2
488,°ü±¤Ææ¼Ç¾÷,2022-02-11,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25044,167
489,°ü±¤Ææ¼Ç¾÷,2022-01-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38368,172.78
490,°ü±¤Ææ¼Ç¾÷,2022-01-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38368,412.64
491,°ü±¤Ææ¼Ç¾÷,2022-03-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53202,0
492,°ü±¤Ææ¼Ç¾÷,2022-03-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53202,0
493,°ü±¤Ææ¼Ç¾÷,2022-03-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53202,0
494,°ü±¤Ææ¼Ç¾÷,2022-03-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53202,0
495,°ü±¤Ææ¼Ç¾÷,2022-03-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25103,1595.29
496,°ü±¤Ææ¼Ç¾÷,2022-02-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25442,0
497,°ü±¤Ææ¼Ç¾÷,2022-02-09,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25435,0
498,°ü±¤Ææ¼Ç¾÷,2022-02-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,,206.69
499,°ü±¤Ææ¼Ç¾÷,2022-02-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,56339,614
500,°ü±¤Ææ¼Ç¾÷,2022-02-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,40.5
501,°ü±¤Ææ¼Ç¾÷,2010-06-25,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,650-923,,358.14
502,°ü±¤Ææ¼Ç¾÷,2011-07-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,650-942,,
503,°ü±¤Ææ¼Ç¾÷,2010-08-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,650-943,,
504,°ü±¤Ææ¼Ç¾÷,2010-09-09,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,650-831,,
505,°ü±¤Ææ¼Ç¾÷,2011-10-21,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,650-942,,
506,°ü±¤Ææ¼Ç¾÷,2012-08-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,650-836,53017,
507,°ü±¤Ææ¼Ç¾÷,2012-08-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,650-836,53017,
508,°ü±¤Ææ¼Ç¾÷,2012-12-31,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,650-838,53029,
509,°ü±¤Ææ¼Ç¾÷,2008-08-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,220-824,26357,218.45
510,°ü±¤Ææ¼Ç¾÷,2015-05-12,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,689-823,44909,705
511,°ü±¤Ææ¼Ç¾÷,2015-11-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,44909,1408
512,°ü±¤Ææ¼Ç¾÷,2017-07-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36404,1825.99
513,°ü±¤Ææ¼Ç¾÷,2015-06-24,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,766-822,36453,337.57
514,°ü±¤Ææ¼Ç¾÷,2014-08-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58027,229.28
515,°ü±¤Ææ¼Ç¾÷,2015-06-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,540-290,58027,343.3
516,°ü±¤Ææ¼Ç¾÷,2004-11-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,546-804,59448,495.71
517,°ü±¤Ææ¼Ç¾÷,2011-06-21,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59471,164.69
518,°ü±¤Ææ¼Ç¾÷,2015-08-24,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58027,323.62
519,°ü±¤Ææ¼Ç¾÷,2016-11-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58025,463.56
520,°ü±¤Ææ¼Ç¾÷,2018-07-25,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59400,119.24
521,°ü±¤Ææ¼Ç¾÷,2014-05-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59566,585.9
522,°ü±¤Ææ¼Ç¾÷,2018-01-08,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59566,
523,°ü±¤Ææ¼Ç¾÷,2018-01-24,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59566,115.29
524,°ü±¤Ææ¼Ç¾÷,2018-03-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59565,686.76
525,°ü±¤Ææ¼Ç¾÷,2010-06-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,534-832,58557,336.41
526,°ü±¤Ææ¼Ç¾÷,2012-07-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,534-851,58534,1667.5
527,°ü±¤Ææ¼Ç¾÷,2012-12-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58541,197.69
528,°ü±¤Ææ¼Ç¾÷,2017-11-01,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58557,415.66
529,°ü±¤Ææ¼Ç¾÷,2011-09-20,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,,2568.04
530,°ü±¤Ææ¼Ç¾÷,2015-07-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,527-813,59201,82.79
531,°ü±¤Ææ¼Ç¾÷,2011-04-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59136,800
532,°ü±¤Ææ¼Ç¾÷,2011-11-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,537-863,59146,300.48
533,°ü±¤Ææ¼Ç¾÷,2016-09-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59146,293.78
534,°ü±¤Ææ¼Ç¾÷,2016-11-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59160,
535,°ü±¤Ææ¼Ç¾÷,2017-08-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59106,132.84
536,°ü±¤Ææ¼Ç¾÷,2017-11-22,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59162,
537,°ü±¤Ææ¼Ç¾÷,2017-03-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,323.54
538,°ü±¤Ææ¼Ç¾÷,2017-07-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,285.2
539,°ü±¤Ææ¼Ç¾÷,2017-08-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,412.49
540,°ü±¤Ææ¼Ç¾÷,2017-08-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,320.64
541,°ü±¤Ææ¼Ç¾÷,2017-09-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,341.7
542,°ü±¤Ææ¼Ç¾÷,2019-04-25,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,298.15
543,°ü±¤Ææ¼Ç¾÷,2019-04-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,492.69
544,°ü±¤Ææ¼Ç¾÷,2019-04-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,582.65
545,°ü±¤Ææ¼Ç¾÷,2019-07-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,97.88
546,°ü±¤Ææ¼Ç¾÷,2019-11-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,236.65
547,°ü±¤Ææ¼Ç¾÷,2020-02-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,239.8
548,°ü±¤Ææ¼Ç¾÷,2020-06-08,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,179.09
549,°ü±¤Ææ¼Ç¾÷,2020-07-24,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,475.08
550,°ü±¤Ææ¼Ç¾÷,2020-07-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,139.88
551,°ü±¤Ææ¼Ç¾÷,2017-08-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,393.12
552,°ü±¤Ææ¼Ç¾÷,2017-10-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,685.34
553,°ü±¤Ææ¼Ç¾÷,2017-11-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,445.35
554,°ü±¤Ææ¼Ç¾÷,2017-12-08,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,245.07
555,°ü±¤Ææ¼Ç¾÷,2018-10-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,1288.91
556,°ü±¤Ææ¼Ç¾÷,2018-10-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,106.3
557,°ü±¤Ææ¼Ç¾÷,2018-10-08,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,789.76
558,°ü±¤Ææ¼Ç¾÷,2018-03-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,326.18
559,°ü±¤Ææ¼Ç¾÷,2018-04-24,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,238.28
560,°ü±¤Ææ¼Ç¾÷,2018-04-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,394.56
561,°ü±¤Ææ¼Ç¾÷,2018-06-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,534.33
562,°ü±¤Ææ¼Ç¾÷,2018-07-09,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,344.7
563,°ü±¤Ææ¼Ç¾÷,2018-09-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,185.25
564,°ü±¤Ææ¼Ç¾÷,2018-10-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,668.02
565,°ü±¤Ææ¼Ç¾÷,2018-10-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,479.03
566,°ü±¤Ææ¼Ç¾÷,2018-11-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,300.03
567,°ü±¤Ææ¼Ç¾÷,2018-11-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,82.65
568,°ü±¤Ææ¼Ç¾÷,2018-11-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,126.36
569,°ü±¤Ææ¼Ç¾÷,2018-11-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,87.12
570,°ü±¤Ææ¼Ç¾÷,2018-12-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,262.08
571,°ü±¤Ææ¼Ç¾÷,2018-12-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,291.14
572,°ü±¤Ææ¼Ç¾÷,2019-02-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,354.27
573,°ü±¤Ææ¼Ç¾÷,2020-02-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,81.15
574,°ü±¤Ææ¼Ç¾÷,2020-04-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,207.15
575,°ü±¤Ææ¼Ç¾÷,2020-05-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,346.72
576,°ü±¤Ææ¼Ç¾÷,2017-09-21,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,355.56
577,°ü±¤Ææ¼Ç¾÷,2020-02-25,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32626,1754.22
578,°ü±¤Ææ¼Ç¾÷,2020-02-25,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32592,177.47
579,°ü±¤Ææ¼Ç¾÷,2020-01-21,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52410,
580,°ü±¤Ææ¼Ç¾÷,2020-03-24,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32108,
581,°ü±¤Ææ¼Ç¾÷,2020-02-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,58844,96.5
582,°ü±¤Ææ¼Ç¾÷,2020-01-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24902,189
583,°ü±¤Ææ¼Ç¾÷,2020-03-09,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32152,2314
584,°ü±¤Ææ¼Ç¾÷,2020-03-09,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32626,456.05
585,°ü±¤Ææ¼Ç¾÷,2020-01-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25054,194.23
586,°ü±¤Ææ¼Ç¾÷,2020-03-25,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12578,99.14
587,°ü±¤Ææ¼Ç¾÷,2020-03-06,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,33406,229.14
588,°ü±¤Ææ¼Ç¾÷,2020-01-23,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53029,111.62
589,°ü±¤Ææ¼Ç¾÷,2020-03-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,37928,
590,°ü±¤Ææ¼Ç¾÷,2020-01-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,37510,
591,°ü±¤Ææ¼Ç¾÷,2020-01-22,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23111,625
592,°ü±¤Ææ¼Ç¾÷,2021-12-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,18553,698.32
593,°ü±¤Ææ¼Ç¾÷,2022-01-11,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,38361,511.84
594,°ü±¤Ææ¼Ç¾÷,2022-01-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32406,489.39
595,°ü±¤Ææ¼Ç¾÷,2022-01-14,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,27842,154.39
596,°ü±¤Ææ¼Ç¾÷,2021-12-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,56005,769.2
597,°ü±¤Ææ¼Ç¾÷,2021-12-31,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59621,0
598,°ü±¤Ææ¼Ç¾÷,2021-12-31,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25103,425.82
599,°ü±¤Ææ¼Ç¾÷,2023-04-24,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52402,0
600,°ü±¤Ææ¼Ç¾÷,2023-04-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12526,0
601,°ü±¤Ææ¼Ç¾÷,2023-04-24,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,56211,90.2
602,°ü±¤Ææ¼Ç¾÷,2023-04-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,39855,458
603,°ü±¤Ææ¼Ç¾÷,2023-04-25,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52402,0
604,°ü±¤Ææ¼Ç¾÷,2023-04-21,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12443,196.83
605,°ü±¤Ææ¼Ç¾÷,2023-04-05,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,32622,124.78
606,°ü±¤Ææ¼Ç¾÷,2023-04-12,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,36453,2086
607,°ü±¤Ææ¼Ç¾÷,2023-04-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,29059,0
608,°ü±¤Ææ¼Ç¾÷,2023-04-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,29059,0
609,°ü±¤Ææ¼Ç¾÷,2023-04-12,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,12447,0
610,°ü±¤Ææ¼Ç¾÷,2023-04-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52436,0
611,°ü±¤Ææ¼Ç¾÷,2023-04-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25704,88.37
612,°ü±¤Ææ¼Ç¾÷,2010-01-13,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-891,,227.98
613,°ü±¤Ææ¼Ç¾÷,2010-01-13,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,53329,228.78
614,°ü±¤Ææ¼Ç¾÷,2010-01-13,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-891,,229.35
615,°ü±¤Ææ¼Ç¾÷,2010-09-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-891,,216.5
616,°ü±¤Ææ¼Ç¾÷,2011-08-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-891,,246.61
617,°ü±¤Ææ¼Ç¾÷,2011-10-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-852,53332,358.61
618,°ü±¤Ææ¼Ç¾÷,2012-07-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,656-833,656-833,226.43
619,°ü±¤Ææ¼Ç¾÷,2012-10-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24026,648.49
620,°ü±¤Ææ¼Ç¾÷,2016-03-07,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24058,566
621,°ü±¤Ææ¼Ç¾÷,2018-05-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24058,226.87
622,°ü±¤Ææ¼Ç¾÷,2018-05-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,24058,226.87
623,°ü±¤Ææ¼Ç¾÷,2006-06-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,233-851,,112.15
624,°ü±¤Ææ¼Ç¾÷,2017-02-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,26146,
625,°ü±¤Ææ¼Ç¾÷,2017-02-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,26104,
626,°ü±¤Ææ¼Ç¾÷,2017-08-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,26124,
627,°ü±¤Ææ¼Ç¾÷,2018-06-18,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25938,456
628,°ü±¤Ææ¼Ç¾÷,2005-01-31,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-875,,185.02
629,°ü±¤Ææ¼Ç¾÷,2005-09-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-856,,245.62
630,°ü±¤Ææ¼Ç¾÷,2006-02-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25101,232
631,°ü±¤Ææ¼Ç¾÷,2014-09-03,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,245-903,25952,1933
632,°ü±¤Ææ¼Ç¾÷,2017-05-25,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25903,120.64
633,°ü±¤Ææ¼Ç¾÷,2004-06-21,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-856,,376.02
634,°ü±¤Ææ¼Ç¾÷,2006-07-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-882,,531
635,°ü±¤Ææ¼Ç¾÷,2007-11-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-856,,251
636,°ü±¤Ææ¼Ç¾÷,2011-11-15,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-812,25159,98.13
637,°ü±¤Ææ¼Ç¾÷,2012-05-24,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,250-881,25116,198.74
638,°ü±¤Ææ¼Ç¾÷,2018-08-02,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59400,182.28
639,°ü±¤Ææ¼Ç¾÷,2018-07-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,33488,370.44
640,°ü±¤Ææ¼Ç¾÷,2018-07-31,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,33488,383.55
641,°ü±¤Ææ¼Ç¾÷,2011-07-08,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,790-811,,226.48
642,°ü±¤Ææ¼Ç¾÷,2012-07-26,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,791-921,37518,313.09
643,°ü±¤Ææ¼Ç¾÷,2012-08-06,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,791-921,37518,
644,°ü±¤Ææ¼Ç¾÷,2015-12-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,37929,
645,°ü±¤Ææ¼Ç¾÷,2016-11-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,37511,
646,°ü±¤Ææ¼Ç¾÷,2018-08-31,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,23118,631.23
647,°ü±¤Ææ¼Ç¾÷,2011-05-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25005,
648,°ü±¤Ææ¼Ç¾÷,2011-09-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25038,2224
649,°ü±¤Ææ¼Ç¾÷,2012-04-04,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,215-851,25005,
650,°ü±¤Ææ¼Ç¾÷,2013-05-28,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,215-853,25006,467.03
651,°ü±¤Ææ¼Ç¾÷,2017-04-17,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25042,
652,°ü±¤Ææ¼Ç¾÷,2018-01-16,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25011,229.86
653,°ü±¤Ææ¼Ç¾÷,2007-07-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25046,245.12
654,°ü±¤Ææ¼Ç¾÷,2008-04-29,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25046,602.97
655,°ü±¤Ææ¼Ç¾÷,2010-08-10,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,25047,2935.12
656,°ü±¤Ææ¼Ç¾÷,2018-08-27,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,55563,389.4
657,°ü±¤Ææ¼Ç¾÷,2020-03-19,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,52441,
658,°ü±¤Ææ¼Ç¾÷,2020-03-30,,¿µ¾÷/Á¤»ó,¿µ¾÷Áß,,59472,196.8
